,listing_id,fuel_type,CarCode,extracted_fuel_type,extracted_fuel_type_standardized
6705,1028486,,11448,Petrol,petrol
6706,1025233,,11543,Petrol,petrol
6707,1005472,,10958,Petrol,petrol
6708,969474,,10945,Petrol,petrol
6709,994056,,11781,Petrol,petrol
6710,1017845,diesel,11637,Diesel (Euro VI),diesel
6711,1020769,,11056,Petrol,petrol
6712,1028771,,MISSING,MISSING CAR CODE,
6713,971053,diesel,10601,Petrol,petrol
6714,1028201,,11775,Petrol,petrol
6715,1020485,,11133,Petrol,petrol
6716,948057,,10097,Petrol,petrol
6717,1018677,,MISSING,MISSING CAR CODE,
6718,1018916,petrol-electric,11981,Petrol-Electric,petrol-electric
6719,1029686,,10397,Petrol,petrol
6720,997147,,10024,Petrol,petrol
6721,1014332,,MISSING,MISSING CAR CODE,
6722,1020594,,11711,Petrol,petrol
6723,1020689,diesel,MISSING,MISSING CAR CODE,
6724,982431,,11032,Petrol,petrol
6725,1018273,,10656,Petrol,petrol
6726,1030136,,10007,Petrol,petrol
6727,1019085,,10747,Petrol,petrol
6728,974394,diesel,MISSING,MISSING CAR CODE,
6729,974573,,11503,Petrol,petrol
6730,1014288,,11503,Petrol,petrol
6731,1026180,,10876,Petrol,petrol
6732,1025461,,MISSING,MISSING CAR CODE,
6733,1004175,,11543,Petrol,petrol
6734,913052,,12198,Petrol,petrol
6735,1019923,diesel,10862,Diesel (Euro V),diesel
6736,1010932,,12177,Petrol,petrol
6737,1026354,petrol-electric,12373,Petrol-Electric,petrol-electric
6738,1027229,,10758,Petrol,petrol
6739,1022300,,11503,Petrol,petrol
6740,984680,petrol-electric,11557,Petrol-Electric,petrol-electric
6741,987815,,10007,Petrol,petrol
6742,1026158,diesel,MISSING,MISSING CAR CODE,
6743,1028891,,10927,Petrol,petrol
6744,1017903,,10128,Petrol,petrol
6745,1017971,,10725,Petrol,petrol
6746,1026648,,11263,Petrol,petrol
6747,1014248,,10416,Petrol,petrol
6748,999058,,12177,Petrol,petrol
6749,1018640,,MISSING,MISSING CAR CODE,
6750,957833,,12395,Petrol,petrol
6751,1006233,,10056,Petrol,petrol
6752,1027402,petrol-electric,MISSING,MISSING CAR CODE,
6753,1028961,,10778,Petrol,petrol
6754,987937,,11531,Petrol,petrol
6755,1031120,,11321,Petrol,petrol
6756,1019335,,10595,Petrol,petrol
6757,1021064,,10365,Petrol,petrol
6758,1018622,,12609,Petrol,petrol
6759,1003538,petrol,10862,Diesel (Euro V),diesel
6760,969000,,11846,Petrol,petrol
6761,1029941,,11578,Petrol,petrol
6762,1026755,,12255,Petrol,petrol
6763,1001672,diesel,MISSING,MISSING CAR CODE,
6764,996161,,11448,Petrol,petrol
6765,1024075,diesel,11536,Diesel (Euro VI),diesel
6766,1028059,,MISSING,MISSING CAR CODE,
6767,996040,,10981,Petrol,petrol
6768,1000159,,12390,Petrol,petrol
6769,1015324,,11503,Petrol,petrol
6770,1003004,,10667,Petrol,petrol
6771,1020956,petrol-electric,11557,Petrol-Electric,petrol-electric
6772,1001150,diesel,MISSING,MISSING CAR CODE,
6773,1016650,diesel,11536,Diesel (Euro VI),diesel
6774,1013894,,11435,Petrol,petrol
6775,1020008,,11349,Petrol,petrol
6776,1029557,petrol-electric,12212,Petrol-Electric,petrol-electric
6777,1012917,,MISSING,MISSING CAR CODE,
6778,1023366,,11442,Petrol,petrol
6779,1014982,,10565,Petrol,petrol
6780,1008073,,MISSING,MISSING CAR CODE,
6781,1005182,petrol-electric,12183,Petrol-Electric,petrol-electric
6782,1025235,,11435,Petrol,petrol
6783,970666,,11491,Petrol,petrol
6784,1025374,,11306,Petrol,petrol
6785,1022411,,11835,Petrol,petrol
6786,953656,petrol-electric,MISSING,MISSING CAR CODE,
6787,1023752,petrol-electric,10440,Petrol-Electric,petrol-electric
6788,995452,diesel,MISSING,MISSING CAR CODE,
6789,988163,diesel,MISSING,MISSING CAR CODE,
6790,1019680,,11315,Petrol,petrol
6791,1029635,,12186,Petrol,petrol
6792,1001937,,11448,Petrol,petrol
6793,1001971,,MISSING,MISSING CAR CODE,
6794,1018004,,11643,Petrol,petrol
6795,1004596,,11578,Petrol,petrol
6796,992340,diesel,MISSING,MISSING CAR CODE,
6797,1006727,,11056,Petrol,petrol
6798,1022598,,MISSING,MISSING CAR CODE,
6799,1021447,petrol-electric,11557,Petrol-Electric,petrol-electric
6800,1012698,,11448,Petrol,petrol
6801,1025460,,MISSING,MISSING CAR CODE,
6802,1027692,,11611,Petrol,petrol
6803,1007842,,11448,Petrol,petrol
6804,1018962,,11578,Petrol,petrol
6805,999891,,11491,Petrol,petrol
6806,1025301,,10595,Petrol,petrol
6807,1022202,petrol,MISSING,MISSING CAR CODE,
6808,1010176,,MISSING,MISSING CAR CODE,
6809,1017253,,MISSING,MISSING CAR CODE,
6810,1008792,,MISSING,MISSING CAR CODE,
6811,989560,,MISSING,MISSING CAR CODE,
6812,1024261,,10764,Petrol,petrol
6813,1030251,,10077,Petrol,petrol
6814,1016141,diesel,11825,Diesel (Euro VI),diesel
6815,1019837,,11419,Petrol,petrol
6816,1029748,,11874,Petrol,petrol
6817,1030881,diesel,10596,Diesel (Euro V),diesel
6818,1029184,,11643,Petrol,petrol
6819,1022271,,10417,Petrol,petrol
6820,1027363,diesel,11170,Diesel (Euro VI),diesel
6821,1002278,,10551,Petrol,petrol
6822,1031093,,10635,Petrol,petrol
6823,1025046,,10860,Petrol,petrol
6824,1027109,,10007,Petrol,petrol
6825,1029960,,10732,Petrol,petrol
6826,988051,diesel,MISSING,MISSING CAR CODE,
6827,1018423,petrol-electric,MISSING,MISSING CAR CODE,
6828,1030944,petrol-electric,11829,Petrol-Electric,petrol-electric
6829,1005789,,12265,Petrol,petrol
6830,1029387,,10526,Petrol,petrol
6831,963333,,10456,Petrol,petrol
6832,1007513,,12270,Petrol,petrol
6833,1024143,,MISSING,MISSING CAR CODE,
6834,1005519,,11875,Petrol,petrol
6835,1021990,,11262,Petrol,petrol
6836,1022108,,11032,Petrol,petrol
6837,1018753,,12032,Petrol,petrol
6838,945378,,10697,Petrol,petrol
6839,919805,,10732,Petrol,petrol
6840,998102,,10464,Petrol,petrol
6841,954096,diesel,11005,Petrol,petrol
6842,1029245,,MISSING,MISSING CAR CODE,
6843,1016683,,MISSING,MISSING CAR CODE,
6844,994121,,12674,Petrol,petrol
6845,962512,,12323,Petrol,petrol
6846,1021274,,12209,Petrol,petrol
6847,1009919,,11503,Petrol,petrol
6848,1030027,,10275,Petrol,petrol
6849,1008001,diesel,10862,Diesel (Euro V),diesel
6850,1021601,,10876,Petrol,petrol
6851,1012070,,11491,Petrol,petrol
6852,1025574,,12396,Petrol,petrol
6853,1024532,,11262,Petrol,petrol
6854,1010291,,11474,Petrol,petrol
6855,1018843,,11573,Petrol,petrol
6856,1014243,,12255,Petrol,petrol
6857,1005938,,11531,Petrol,petrol
6858,941346,,10381,Petrol,petrol
6859,1006697,,MISSING,MISSING CAR CODE,
6860,1026197,,10130,Petrol,petrol
6861,1009415,,MISSING,MISSING CAR CODE,
6862,954133,diesel,MISSING,MISSING CAR CODE,
6863,1025915,,11503,Petrol,petrol
6864,1019526,,MISSING,MISSING CAR CODE,
6865,995375,petrol-electric,12508,Petrol-Electric,petrol-electric
6866,1025091,,MISSING,MISSING CAR CODE,
6867,1008055,diesel,11536,Diesel (Euro VI),diesel
6868,1013430,diesel,MISSING,MISSING CAR CODE,
6869,1013997,,11663,Petrol,petrol
6870,1022651,diesel,10438,Diesel (Euro VI),diesel
6871,1019731,diesel,11786,Diesel (Euro VI),diesel
6872,992929,,11306,Petrol,petrol
6873,1025706,,11262,Petrol,petrol
6874,997519,petrol-electric,11557,Petrol-Electric,petrol-electric
6875,1024612,,10540,Petrol,petrol
6876,1030095,diesel,MISSING,MISSING CAR CODE,
6877,1028540,,11625,Petrol,petrol
6878,1005054,diesel,MISSING,MISSING CAR CODE,
6879,972205,,MISSING,MISSING CAR CODE,
6880,1019238,,11419,Petrol,petrol
6881,960995,,10861,Petrol,petrol
6882,994908,petrol-electric,12373,Petrol-Electric,petrol-electric
6883,982074,,11120,Petrol,petrol
6884,998549,,11832,Petrol,petrol
6885,1011049,,10097,Petrol,petrol
6886,1027216,,11875,Petrol,petrol
6887,1024236,,11643,Petrol,petrol
6888,1021625,,10905,Petrol,petrol
6889,1026435,diesel,MISSING,MISSING CAR CODE,
6890,1027769,,10732,Petrol,petrol
6891,998364,,10595,Petrol,petrol
6892,1028213,,12399,Petrol,petrol
6893,1023046,,11491,Petrol,petrol
6894,983030,diesel,MISSING,MISSING CAR CODE,
6895,1022504,,11745,Petrol,petrol
6896,1023426,,MISSING,MISSING CAR CODE,
6897,1007589,,10187,Petrol,petrol
6898,992148,,10397,Petrol,petrol
6899,1028265,,MISSING,MISSING CAR CODE,
6900,925150,,11503,Petrol,petrol
6901,1013637,,11643,Petrol,petrol
6902,1014398,,10184,Petrol,petrol
6903,1030353,,11587,Petrol,petrol
6904,1030873,,10526,Petrol,petrol
6905,1018062,,11262,Petrol,petrol
6906,1031256,,MISSING,MISSING CAR CODE,
6907,1007613,,11447,Petrol,petrol
6908,1026264,,11531,Petrol,petrol
6909,1024792,,11082,Petrol,petrol
6910,976128,,MISSING,MISSING CAR CODE,
6911,1028345,diesel,12162,Diesel (Euro VI),diesel
6912,967847,,MISSING,MISSING CAR CODE,
6913,1029367,,11676,Petrol,petrol
6914,1020170,,MISSING,MISSING CAR CODE,
6915,973957,diesel,MISSING,MISSING CAR CODE,
6916,936971,,11789,Petrol,petrol
6917,1003624,,10888,Petrol,petrol
6918,1030147,,10207,Petrol,petrol
6919,979249,,11735,Petrol,petrol
6920,1014362,,MISSING,MISSING CAR CODE,
6921,1022132,,10725,Petrol,petrol
6922,1026800,,11000,Petrol,petrol
6923,1029597,,10238,Petrol,petrol
6924,1010612,petrol-electric,12096,Petrol-Electric,petrol-electric
6925,1002741,,11442,Petrol,petrol
6926,998516,diesel,11725,Diesel (Euro VI),diesel
6927,1010163,petrol,10862,Diesel (Euro V),diesel
6928,988293,,11503,Petrol,petrol
6929,1029646,petrol-electric,MISSING,MISSING CAR CODE,
6930,974242,,11643,Petrol,petrol
6931,1025789,,10503,Petrol,petrol
6932,975590,,11491,Petrol,petrol
6933,1011687,,11643,Petrol,petrol
6934,985406,,11816,Petrol,petrol
6935,1025715,,10547,Petrol,petrol
6936,1016774,,MISSING,MISSING CAR CODE,
6937,1025473,,10128,Petrol,petrol
6938,931674,diesel,MISSING,MISSING CAR CODE,
6939,1031107,,10551,Petrol,petrol
6940,1028818,,MISSING,MISSING CAR CODE,
6941,1027464,,11145,Petrol,petrol
6942,1013350,,MISSING,MISSING CAR CODE,
6943,1018556,petrol,MISSING,MISSING CAR CODE,
6944,1016243,,10503,Petrol,petrol
6945,1027909,diesel,11683,Diesel (Euro VI),diesel
6946,1024423,,10140,Petrol,petrol
6947,1020134,diesel,11636,Diesel (Euro V),diesel
6948,1022776,,11503,Petrol,petrol
6949,981253,,11055,Petrol,petrol
6950,1027426,,10757,Petrol,petrol
6951,1005169,,MISSING,MISSING CAR CODE,
6952,1014857,,10526,Petrol,petrol
6953,1024883,,MISSING,MISSING CAR CODE,
6954,1030565,,11503,Petrol,petrol
6955,1005395,,11751,Petrol,petrol
6956,1023289,diesel,10882,Diesel (Euro IV),diesel
6957,1011249,,11260,Petrol,petrol
6958,1011261,,MISSING,MISSING CAR CODE,
6959,1028853,,11735,Petrol,petrol
6960,1015641,petrol-electric,11791,Petrol,petrol
6961,1010569,,MISSING,MISSING CAR CODE,
6962,1019027,petrol-electric,MISSING,MISSING CAR CODE,
6963,1014267,,11832,Petrol,petrol
6964,1024925,,11875,Petrol,petrol
6965,1023122,,11322,Petrol,petrol
6966,1006891,,10397,Petrol,petrol
6967,1022236,,11306,Petrol,petrol
6968,1018737,,MISSING,MISSING CAR CODE,
6969,1026628,diesel,11794,Diesel (Euro V),diesel
6970,1020006,,10847,Petrol,petrol
6971,1025230,,11806,Petrol,petrol
6972,1025839,,10526,Petrol,petrol
6973,1017808,,10876,Petrol,petrol
6974,1021081,,12534,Petrol,petrol
6975,1019456,,11386,Petrol,petrol
6976,955896,,11294,Petrol,petrol
6977,1028203,diesel,12610,Diesel (Euro VI),diesel
6978,1009794,,10535,Petrol,petrol
6979,977933,petrol-electric,12385,Petrol-Electric,petrol-electric
6980,999844,petrol-electric,12003,Petrol-Electric,petrol-electric
6981,1016695,diesel,MISSING,MISSING CAR CODE,
6982,992824,,10464,Petrol,petrol
6983,1025314,diesel,MISSING,MISSING CAR CODE,
6984,999650,,11262,Petrol,petrol
6985,1029137,,MISSING,MISSING CAR CODE,
6986,1006793,,11083,Petrol,petrol
6987,1019104,,MISSING,MISSING CAR CODE,
6988,1020247,,10264,Petrol,petrol
6989,1023863,petrol-electric,11437,Petrol-Electric,petrol-electric
6990,1027233,,10572,Petrol,petrol
6991,1025693,diesel,11536,Diesel (Euro VI),diesel
6992,1020580,,10540,Petrol,petrol
6993,1018250,,11341,Petrol,petrol
6994,1025937,,12323,Petrol,petrol
6995,1000705,,10489,Petrol,petrol
6996,999076,petrol-electric,MISSING,MISSING CAR CODE,
6997,1014112,,11999,Petrol,petrol
6998,1019650,petrol,10862,Diesel (Euro V),diesel
6999,987807,,11446,Petrol,petrol
7000,1005868,,11435,Petrol,petrol
7001,1011079,,10222,Petrol,petrol
7002,1029108,,10777,Petrol,petrol
7003,1028081,,11000,Petrol,petrol
7004,993997,,11406,Petrol,petrol
7005,1000823,,11494,Petrol,petrol
7006,1013940,,11530,Petrol,petrol
7007,1013064,,MISSING,MISSING CAR CODE,
7008,1008841,,10721,Petrol,petrol
7009,1030635,,12032,Petrol,petrol
7010,1029431,,MISSING,MISSING CAR CODE,
7011,965056,,10721,Petrol,petrol
7012,935514,,11435,Petrol,petrol
7013,1027152,,11474,Petrol,petrol
7014,999080,,10097,Petrol,petrol
7015,1019566,petrol-electric,12212,Petrol-Electric,petrol-electric
7016,1009760,,MISSING,MISSING CAR CODE,
7017,1029861,,12364,Petrol,petrol
7018,1017748,,11832,Petrol,petrol
7019,1010103,,11448,Petrol,petrol
7020,1022854,,11491,Petrol,petrol
7021,987615,petrol,MISSING,MISSING CAR CODE,
7022,1006972,,11469,Petrol,petrol
7023,988121,petrol-electric,MISSING,MISSING CAR CODE,
7024,1004028,petrol-electric,MISSING,MISSING CAR CODE,
7025,1010602,,11882,Petrol,petrol
7026,1029547,,11623,Petrol,petrol
7027,1016074,diesel,MISSING,MISSING CAR CODE,
7028,1025136,,11846,Petrol,petrol
7029,1023838,,10381,Petrol,petrol
7030,1024728,,11055,Petrol,petrol
7031,992009,,10732,Petrol,petrol
7032,1021817,,11775,Petrol,petrol
7033,1024536,,11448,Petrol,petrol
7034,1011662,,12302,Petrol,petrol
7035,1031163,,11262,Petrol,petrol
7036,1026823,,10240,Petrol,petrol
7037,1019356,,11748,Petrol,petrol
7038,1029447,,10800,Petrol,petrol
7039,1031005,,11619,Petrol,petrol
7040,973081,,10097,Petrol,petrol
7041,1029513,diesel,MISSING,MISSING CAR CODE,
7042,1003702,petrol-electric,MISSING,MISSING CAR CODE,
7043,1025392,,10547,Petrol,petrol
7044,1025081,,11608,Petrol,petrol
7045,1026280,diesel,10862,Diesel (Euro V),diesel
7046,1025853,,10457,Petrol,petrol
7047,1020316,petrol,MISSING,MISSING CAR CODE,
7048,1005414,,10750,Petrol,petrol
7049,1001857,,10635,Petrol,petrol
7050,1024817,,11503,Petrol,petrol
7051,1009590,,12264,Petrol,petrol
7052,1004695,,11414,Petrol,petrol
7053,963709,diesel,11725,Diesel (Euro VI),diesel
7054,1020164,,11321,Petrol,petrol
7055,1030779,,10381,Petrol,petrol
7056,1001678,,11578,Petrol,petrol
7057,1017951,,10322,Petrol,petrol
7058,1018904,,11294,Petrol,petrol
7059,1023773,,MISSING,MISSING CAR CODE,
7060,1024740,,MISSING,MISSING CAR CODE,
7061,1028936,petrol-electric,11557,Petrol-Electric,petrol-electric
7062,1024828,,11904,Petrol,petrol
7063,1021464,,10080,Petrol,petrol
7064,971014,,MISSING,MISSING CAR CODE,
7065,1011185,,10007,Petrol,petrol
7066,1017417,,11790,Petrol,petrol
7067,991441,,11652,Petrol,petrol
7068,1023578,diesel,MISSING,MISSING CAR CODE,
7069,996409,,MISSING,MISSING CAR CODE,
7070,1017967,diesel,MISSING,MISSING CAR CODE,
7071,1025750,,10165,Petrol,petrol
7072,991684,,10860,Petrol,petrol
7073,1021293,,12255,Petrol,petrol
7074,990598,,11782,Petrol,petrol
7075,994923,diesel,10862,Diesel (Euro V),diesel
7076,1008499,diesel,11725,Diesel (Euro VI),diesel
7077,1010150,diesel,11725,Diesel (Euro VI),diesel
7078,984160,diesel,MISSING,MISSING CAR CODE,
7079,1024369,,12334,Petrol,petrol
7080,1018729,,10503,Petrol,petrol
7081,989927,,12609,Petrol,petrol
7082,1023756,,10931,Petrol,petrol
7083,1022679,,12232,Petrol,petrol
7084,1029134,,11508,Petrol,petrol
7085,1030719,,MISSING,MISSING CAR CODE,
7086,999180,,12427,Petrol,petrol
7087,1010811,,11610,Petrol,petrol
7088,990498,diesel,12238,Diesel (Euro VI),diesel
7089,993528,,11125,Petrol,petrol
7090,1019703,petrol-electric,10440,Petrol-Electric,petrol-electric
7091,1002009,petrol,10862,Diesel (Euro V),diesel
7092,1030487,,12209,Petrol,petrol
7093,1011683,diesel,11536,Diesel (Euro VI),diesel
7094,1023875,,10503,Petrol,petrol
7095,1026291,,11508,Petrol,petrol
7096,1029013,,11448,Petrol,petrol
7097,1012977,,10397,Petrol,petrol
7098,1022894,,MISSING,MISSING CAR CODE,
7099,1008633,,10238,Petrol,petrol
7100,1001538,,10381,Petrol,petrol
7101,1026251,,10444,Petrol,petrol
7102,989005,electric,12762,Electric,electric
7103,968535,,10942,Petrol,petrol
7104,1026083,,11503,Petrol,petrol
7105,1024337,,11578,Petrol,petrol
7106,992702,,12209,Petrol,petrol
7107,1014891,,MISSING,MISSING CAR CODE,
7108,1004141,petrol,MISSING,MISSING CAR CODE,
7109,1009996,diesel,MISSING,MISSING CAR CODE,
7110,1030503,,10777,Petrol,petrol
7111,1008525,,12218,Petrol,petrol
7112,1019529,petrol-electric,11627,Petrol-Electric,petrol-electric
7113,1029926,,11419,Petrol,petrol
7114,1028978,,10128,Petrol,petrol
7115,1007998,,10464,Petrol,petrol
7116,999176,,11748,Petrol,petrol
7117,1024903,,10457,Petrol,petrol
7118,1007248,,11503,Petrol,petrol
7119,1020386,,11503,Petrol,petrol
7120,1023855,,11448,Petrol,petrol
7121,988809,diesel,11901,Diesel (Euro V),diesel
7122,1003823,,10240,Petrol,petrol
7123,1021755,,11015,Petrol,petrol
7124,987380,,11608,Petrol,petrol
7125,1013124,,10967,Petrol,petrol
7126,1015334,,11846,Petrol,petrol
7127,1006158,petrol-electric,11829,Petrol-Electric,petrol-electric
7128,1017972,,MISSING,MISSING CAR CODE,
7129,1013390,,11449,Petrol,petrol
7130,1024719,,10358,Petrol,petrol
7131,1022641,,11557,Petrol-Electric,petrol-electric
7132,1018322,petrol-electric,12819,Petrol-Electric,petrol-electric
7133,1028930,,11610,Petrol,petrol
7134,1023497,,12334,Petrol,petrol
7135,1007945,,10271,Petrol,petrol
7136,1026825,,10131,Petrol,petrol
7137,1030910,,10860,Petrol,petrol
7138,1028457,,10503,Petrol,petrol
7139,1019083,,12351,Petrol,petrol
7140,1024840,,10007,Petrol,petrol
7141,1022255,,MISSING,MISSING CAR CODE,
7142,1018386,,MISSING,MISSING CAR CODE,
7143,1027969,,11610,Petrol,petrol
7144,1006918,,10721,Petrol,petrol
7145,993000,,MISSING,MISSING CAR CODE,
7146,1012233,diesel,11901,Diesel (Euro V),diesel
7147,1023957,diesel,11802,Diesel (Euro VI),diesel
7148,999432,,10710,Petrol,petrol
7149,951571,,MISSING,MISSING CAR CODE,
7150,1013685,,10184,Petrol,petrol
7151,853527,diesel,11392,Diesel (Euro VI),diesel
7152,1001438,diesel,10862,Diesel (Euro V),diesel
7153,1019532,diesel,11755,Diesel (Euro VI),diesel
7154,1016614,,MISSING,MISSING CAR CODE,
7155,994042,,11419,Petrol,petrol
7156,1029846,petrol,MISSING,MISSING CAR CODE,
7157,1006496,,11530,Petrol,petrol
7158,1030239,diesel,11536,Diesel (Euro VI),diesel
7159,1031274,,11446,Petrol,petrol
7160,1026607,,10381,Petrol,petrol
7161,1009675,,MISSING,MISSING CAR CODE,
7162,991748,petrol-electric,12003,Petrol-Electric,petrol-electric
7163,1005601,,MISSING,MISSING CAR CODE,
7164,1004094,diesel,11786,Diesel (Euro VI),diesel
7165,1025509,,MISSING,MISSING CAR CODE,
7166,1012721,,MISSING,MISSING CAR CODE,
7167,1017422,,11322,Petrol,petrol
7168,1030466,,11832,Petrol,petrol
7169,1031180,diesel,11536,Diesel (Euro VI),diesel
7170,905110,,10667,Petrol,petrol
7171,1030043,diesel,11483,Diesel (Euro VI),diesel
7172,1022516,,11015,Petrol,petrol
7173,936558,,11364,Petrol,petrol
7174,1019178,,MISSING,MISSING CAR CODE,
7175,1027919,,11503,Petrol,petrol
7176,995393,,12123,Petrol,petrol
7177,1007449,,11035,Petrol,petrol
7178,1002635,,11133,Petrol,petrol
7179,998475,,10758,Petrol,petrol
7180,1001900,diesel,MISSING,MISSING CAR CODE,
7181,1028450,diesel,11536,Diesel (Euro VI),diesel
7182,1019270,,11531,Petrol,petrol
7183,998982,petrol-electric,MISSING,MISSING CAR CODE,
7184,1020403,,12334,Petrol,petrol
7185,1025386,,11322,Petrol,petrol
7186,1015146,,12302,Petrol,petrol
7187,980085,,MISSING,MISSING CAR CODE,
7188,1031119,diesel,MISSING,MISSING CAR CODE,
7189,999133,,10732,Petrol,petrol
7190,1012979,,12225,Petrol,petrol
7191,1013987,,10187,Petrol,petrol
7192,1021545,,12032,Petrol,petrol
7193,1028225,,11662,Petrol,petrol
7194,1023164,petrol-electric,12010,Petrol,petrol
7195,1022177,,11386,Petrol,petrol
7196,1030846,,11442,Petrol,petrol
7197,1007607,diesel,10862,Diesel (Euro V),diesel
7198,1012069,,12086,Petrol,petrol
7199,927835,,12180,Petrol,petrol
7200,1023454,diesel,MISSING,MISSING CAR CODE,
7201,1016841,,11435,Petrol,petrol
7202,981897,diesel,MISSING,MISSING CAR CODE,
7203,1029867,diesel,MISSING,MISSING CAR CODE,
7204,1019318,,12534,Petrol,petrol
7205,998800,,10559,Petrol,petrol
7206,973420,,10275,Petrol,petrol
7207,987146,,MISSING,MISSING CAR CODE,
7208,965850,petrol-electric,MISSING,MISSING CAR CODE,
7209,1025978,,MISSING,MISSING CAR CODE,
7210,1009303,,11448,Petrol,petrol
7211,1011511,diesel,11536,Diesel (Euro VI),diesel
7212,986213,,10397,Petrol,petrol
7213,1026793,,MISSING,MISSING CAR CODE,
7214,992857,diesel,10862,Diesel (Euro V),diesel
7215,1029342,,11832,Petrol,petrol
7216,1025280,,MISSING,MISSING CAR CODE,
7217,1012940,petrol-electric,MISSING,MISSING CAR CODE,
7218,1004663,,10482,Petrol,petrol
7219,1023561,,MISSING,MISSING CAR CODE,
7220,1002949,,10732,Petrol,petrol
7221,1024215,,10526,Petrol,petrol
7222,1021496,,MISSING,MISSING CAR CODE,
7223,1010414,petrol-electric,11981,Petrol-Electric,petrol-electric
7224,1024013,,MISSING,MISSING CAR CODE,
7225,1028684,,11832,Petrol,petrol
7226,1027212,,MISSING,MISSING CAR CODE,
7227,1030709,,10503,Petrol,petrol
7228,1011485,,10221,Petrol,petrol
7229,1020343,,10128,Petrol,petrol
7230,1029676,,10764,Petrol,petrol
7231,1019562,,MISSING,MISSING CAR CODE,
7232,1026059,,10238,Petrol,petrol
7233,1007735,diesel,MISSING,MISSING CAR CODE,
7234,968886,,12334,Petrol,petrol
7235,987761,,MISSING,MISSING CAR CODE,
7236,1018153,petrol-electric,11981,Petrol-Electric,petrol-electric
7237,1027312,,11517,Petrol,petrol
7238,1017282,,11799,Petrol,petrol
7239,1018477,,11875,Petrol,petrol
7240,1026810,,11386,Petrol,petrol
7241,1027456,,MISSING,MISSING CAR CODE,
7242,993656,,10958,Petrol,petrol
7243,985933,diesel,11786,Diesel (Euro VI),diesel
7244,1019993,,10832,Petrol,petrol
7245,1004704,diesel,11755,Diesel (Euro VI),diesel
7246,1025865,,12334,Petrol,petrol
7247,1004197,petrol,MISSING,MISSING CAR CODE,
7248,1015540,,11663,Petrol,petrol
7249,1012382,,11448,Petrol,petrol
7250,1022958,,11543,Petrol,petrol
7251,1022435,,10685,Petrol,petrol
7252,1016887,,10778,Petrol,petrol
7253,1002517,,11999,Petrol,petrol
7254,1027559,,11813,Petrol,petrol
7255,1009460,,11953,Petrol,petrol
7256,1017428,,11643,Petrol,petrol
7257,979559,diesel,11536,Diesel (Euro VI),diesel
7258,940527,,10372,Petrol,petrol
7259,1024780,,MISSING,MISSING CAR CODE,
7260,1024481,,11082,Petrol,petrol
7261,1029450,,10097,Petrol,petrol
7262,1029445,,11875,Petrol,petrol
7263,996763,diesel,MISSING,MISSING CAR CODE,
7264,1017368,diesel,11536,Diesel (Euro VI),diesel
7265,955266,petrol-electric,10875,Petrol-Electric,petrol-electric
7266,1003832,,11530,Petrol,petrol
7267,1023367,diesel,10596,Diesel (Euro V),diesel
7268,1024391,petrol-electric,MISSING,MISSING CAR CODE,
7269,1029405,,10068,Petrol,petrol
7270,1027537,,10860,Petrol,petrol
7271,1024413,,11321,Petrol,petrol
7272,979551,,MISSING,MISSING CAR CODE,
7273,1026748,,11082,Petrol,petrol
7274,1009900,,10130,Petrol,petrol
7275,1029015,,10356,Petrol,petrol
7276,999540,,10535,Petrol,petrol
7277,1025072,,11543,Petrol,petrol
7278,1028168,,10778,Petrol,petrol
7279,1010899,petrol-electric,11787,Petrol-Electric,petrol-electric
7280,1029983,,11055,Petrol,petrol
7281,1030003,,10356,Petrol,petrol
7282,1015628,,11078,Petrol,petrol
7283,1024702,,MISSING,MISSING CAR CODE,
7284,1023890,,MISSING,MISSING CAR CODE,
7285,1027725,,10282,Petrol,petrol
7286,1024272,,MISSING,MISSING CAR CODE,
7287,1025631,diesel,12130,Diesel (Euro V),diesel
7288,1023127,,10778,Petrol,petrol
7289,1003357,,MISSING,MISSING CAR CODE,
7290,1004595,,10778,Petrol,petrol
7291,1009407,,MISSING,MISSING CAR CODE,
7292,1030192,,11448,Petrol,petrol
7293,1008482,,11705,Petrol,petrol
7294,1025430,,12010,Petrol,petrol
7295,1004528,,11816,Petrol,petrol
7296,1030675,,MISSING,MISSING CAR CODE,
7297,1027382,,10187,Petrol,petrol
7298,992467,,MISSING,MISSING CAR CODE,
7299,1010392,,11846,Petrol,petrol
7300,1007878,petrol,12859,Petrol,petrol
7301,1022659,,11466,Petrol,petrol
7302,1027182,,MISSING,MISSING CAR CODE,
7303,1017809,petrol-electric,11981,Petrol-Electric,petrol-electric
7304,994876,,MISSING,MISSING CAR CODE,
7305,1018395,,11386,Petrol,petrol
7306,1012463,diesel,11536,Diesel (Euro VI),diesel
7307,1005321,,11630,Petrol,petrol
7308,1030826,diesel,MISSING,MISSING CAR CODE,
7309,979664,,10067,Petrol,petrol
7310,1001335,,11782,Petrol,petrol
7311,1022913,,11503,Petrol,petrol
7312,1028575,,10356,Petrol,petrol
7313,1030982,,MISSING,MISSING CAR CODE,
7314,1008284,diesel,MISSING,MISSING CAR CODE,
7315,1022147,,10004,Petrol,petrol
7316,1030208,,11530,Petrol,petrol
7317,1007593,,10685,Petrol,petrol
7318,1012770,,11745,Petrol,petrol
7319,1000104,,11893,Petrol,petrol
7320,1017134,diesel,MISSING,MISSING CAR CODE,
7321,969274,diesel,MISSING,MISSING CAR CODE,
