,listing_id,fuel_type,CarCode
2860,998533,,MISSING
2861,1029643,,11306
2862,1011189,,11875
2863,1001763,,10267
2864,1030289,petrol-electric,12568
2865,979507,,11491
2866,979012,,MISSING
2867,1016658,,11435
2868,1020425,,MISSING
2869,1014255,,11610
2870,995845,,11740
2871,1022879,diesel,MISSING
2872,1028502,,11875
2873,998534,,11448
2874,1023793,,10526
2875,1020010,,11055
2876,981750,diesel,11725
2877,993070,,10340
2878,998363,,11503
2879,1027260,,10320
2880,1024538,,11503
2881,1021947,,11617
2882,1023710,,MISSING
2883,1004261,,12049
2884,1029223,,10417
2885,963267,,11447
2886,1026074,,10240
2887,1021614,diesel,MISSING
2888,1029545,,11137
2889,1025111,,12033
2890,1024229,diesel,MISSING
2891,1013845,,11745
2892,980520,,MISSING
2893,1010745,,11491
2894,1014683,,11260
2895,1005699,,11469
2896,1015813,diesel,MISSING
2897,967590,,11213
2898,1027744,,10547
2899,1017804,,11543
2900,1022965,,MISSING
2901,1008118,,12218
2902,1010133,,10544
2903,1024155,,12209
2904,1005899,,12232
2905,1025656,,10927
2906,1022938,,11082
2907,993910,,10972
2908,1011007,,10381
2909,1009129,petrol-electric,11557
2910,1023438,,11031
2911,1028994,,11442
2912,1028134,,10269
2913,1015224,,MISSING
2914,1021539,,11200
2915,1001313,,MISSING
2916,1022540,,10464
2917,977964,diesel,MISSING
2918,1028800,,10981
2919,1030714,,MISSING
2920,1031189,,11643
2921,1016514,,MISSING
2922,1026811,,MISSING
2923,1008936,,10758
2924,1008532,,11762
2925,1016138,diesel,11285
2926,1014268,diesel,MISSING
2927,1020943,,11306
2928,1029906,petrol-electric,11981
2929,1003204,,MISSING
2930,958981,,10656
2931,1018472,,11578
2932,954816,,10800
2933,1011098,,10387
2934,1015392,,10240
2935,1028402,diesel,11794
2936,1030439,,10305
2937,1004188,diesel,MISSING
2938,1022044,,11584
2939,1011582,,11610
2940,1023476,,10832
2941,1004912,,10381
2942,1015437,diesel,MISSING
2943,1010034,petrol-electric,11557
2944,1030975,,11748
2945,1004937,,11832
2946,1018785,diesel,10596
2947,1029826,,11832
2948,942797,,MISSING
2949,1029963,,11055
2950,1009972,,MISSING
2951,1002079,diesel,11760
2952,1023488,,10482
2953,1007697,petrol-electric,MISSING
2954,1028964,,12560
2955,1013424,,10764
2956,1013974,,11095
2957,989808,diesel,10517
2958,1011987,,11386
2959,994630,diesel,MISSING
2960,1008766,,12218
2961,1029105,,11530
2962,944352,,11832
2963,1027553,,11386
2964,1009793,,MISSING
2965,1018774,,11491
2966,1031207,petrol-electric,11557
2967,1024704,,11448
2968,1008750,,10991
2969,1022818,,10840
2970,1014207,,11466
2971,973499,,MISSING
2972,1021311,,MISSING
2973,1001788,,10222
2974,1021338,diesel,12544
2975,995762,,11306
2976,993839,,MISSING
2977,992614,diesel,MISSING
2978,1020673,,MISSING
2979,1022207,,11790
2980,1027066,,10356
2981,1025217,,11113
2982,1027793,,10526
2983,998088,,11735
2984,977528,,11491
2985,1031257,,MISSING
2986,1020200,,MISSING
2987,1015791,,11449
2988,1009947,,12302
2989,961290,,10972
2990,982602,,11729
2991,1021635,,10080
2992,1021653,diesel,11786
2993,1029100,,10860
2994,991160,petrol,12237
2995,1022843,petrol,12859
2996,1008054,,10180
2997,1025176,,11543
2998,1028784,,11846
2999,1029653,,11082
3000,1022518,,10503
3001,931895,,10187
3002,1028618,diesel,MISSING
3003,989065,,MISSING
3004,1031177,,MISSING
3005,1000062,,10207
3006,1011815,,12396
3007,1024099,,MISSING
3008,1005436,,11435
3009,1001257,,10417
3010,1024214,,12374
3011,1022918,,10028
3012,1008368,,10764
3013,1015442,,11503
3014,1027715,,12412
3015,1019836,diesel,11683
3016,1013624,,11449
3017,1024005,,11386
3018,988963,,11578
3019,968064,,11503
3020,1014746,,11735
3021,1030506,,10758
3022,998487,,MISSING
3023,1025832,,MISSING
3024,927653,diesel,MISSING
3025,1028624,,11531
3026,991685,,MISSING
3027,1011656,,11531
3028,990961,,10496
3029,995725,,11649
3030,996987,,11578
3031,1016417,,10358
3032,1012693,,11798
3033,1022974,,MISSING
3034,1028467,,11739
3035,1030994,,12265
3036,1016888,,10777
3037,1025277,,MISSING
3038,935467,diesel,12238
3039,905895,,11749
3040,1031304,,12334
3041,1028890,,11748
3042,1030672,,10417
3043,1017896,,10413
3044,993339,,10750
3045,1017393,,11491
3046,1017130,,MISSING
3047,968076,,10001
3048,1003865,,11652
3049,1012267,,10832
3050,1030993,,11643
3051,1001945,,MISSING
3052,1015052,,11448
3053,1004130,,10184
3054,979469,,11386
3055,1029018,,12229
3056,1026708,,11745
3057,1031039,,11082
3058,1028111,,10652
3059,961241,,10357
3060,1027620,,11294
3061,1028970,diesel,11755
3062,1025393,,11137
3063,1018014,,11446
3064,1022713,petrol-electric,MISSING
3065,773433,diesel,11438
3066,1016819,petrol-electric,11557
3067,1028968,,11260
3068,1028029,,MISSING
3069,999170,petrol-electric,MISSING
3070,963134,,10710
3071,1016623,,MISSING
3072,1013887,diesel,MISSING
3073,968640,,11491
3074,1014442,,10544
3075,1022794,,10322
3076,1008675,,MISSING
3077,987797,,11321
3078,1003012,,10502
3079,891679,petrol-electric,11911
3080,1017322,,11643
3081,960062,,10777
3082,1026218,petrol,MISSING
3083,1003404,,11832
3084,1006035,,11386
3085,1026816,,10381
3086,1021763,diesel,11725
3087,978088,,12030
3088,1025273,,MISSING
3089,1030039,,10777
3090,1026515,,10700
3091,1011230,,10301
3092,1018586,,10457
3093,1016604,,11879
3094,962490,diesel,11536
3095,1000426,,11819
3096,1029921,,10007
3097,1029038,,10860
3098,1019464,,10725
3099,980515,diesel,11636
3100,1019958,,10685
3101,995806,,MISSING
3102,981140,,MISSING
3103,1019168,,10410
3104,1030067,,11474
3105,1018906,petrol-electric,12485
3106,989156,diesel,MISSING
3107,1027777,,10832
3108,989169,,11031
3109,1029314,,12302
3110,923912,,MISSING
3111,1022276,diesel,MISSING
3112,997316,,12334
3113,1002706,,10456
3114,1025478,,11543
3115,1027203,,12323
3116,1013938,,11448
3117,1008022,diesel,MISSING
3118,1006448,,10547
3119,1030865,,12302
3120,1019469,,11606
3121,1030209,,MISSING
3122,1021402,,11031
3123,1028932,,10357
3124,1020999,,10207
3125,1025874,,10410
3126,1025759,,10778
3127,1021907,,11578
3128,1024065,,10397
3129,1003276,petrol,MISSING
3130,1029444,,10356
3131,1022705,,MISSING
3132,1025602,,10126
3133,1028789,,11578
3134,978818,,10967
3135,1023371,petrol,12859
3136,975432,,11082
3137,966090,diesel,MISSING
3138,1020906,,10758
3139,1023407,electric,MISSING
3140,1013565,,MISSING
3141,1019679,,MISSING
3142,1023657,,MISSING
3143,1026870,,12112
3144,1026756,,10535
3145,1009598,,11386
3146,1011568,,10207
3147,1028998,,10777
3148,1031276,,12209
3149,1014665,,10526
3150,995408,,10238
3151,1022146,,11386
3152,1024762,,10264
3153,998466,,11100
3154,1024617,,MISSING
3155,1019224,,10551
3156,1020335,,11806
3157,958466,,11469
3158,1016286,,10725
3159,1011611,,10488
3160,1007952,,11435
3161,1009676,petrol-electric,11557
3162,1024432,,12412
3163,1019289,petrol,12859
3164,998950,diesel,10517
3165,1029292,petrol-electric,10979
3166,1022297,,10417
3167,1022695,petrol,MISSING
3168,1014968,,11321
3169,1013629,,10188
3170,1031000,,12323
3171,999325,diesel,11572
3172,991814,diesel,11637
3173,1031006,petrol-electric,11898
3174,1021505,diesel,11536
3175,1021387,,10725
3176,1020150,,10415
3177,1021130,,10544
3178,991128,petrol,11795
3179,1000135,,12071
3180,1005268,,12160
3181,1006160,,MISSING
3182,962357,,11446
3183,1004178,,11491
3184,1024983,,11474
3185,1026132,diesel,MISSING
3186,1020749,,11543
3187,1021034,,10397
3188,1009336,diesel,11536
3189,1024700,petrol-electric,12819
3190,1007935,,12117
3191,967527,,11953
3192,1000803,,11000
3193,1029624,,10398
3194,1020641,,12323
3195,1026858,,11055
3196,1002181,,11055
3197,1030212,diesel,MISSING
3198,1004009,,10457
3199,964894,,MISSING
3200,1003428,,10381
3201,1027558,,12232
3202,1026727,diesel,11778
3203,1026140,,10685
3204,1025976,,11740
3205,1021074,,11260
3206,1012255,diesel,12460
3207,982401,diesel,10862
3208,1018741,,10800
3209,1027082,,10503
3210,1029638,,11875
3211,1029472,,11048
3212,1006293,,11745
3213,1016144,,MISSING
3214,1020465,,11578
3215,977830,,11530
3216,1029486,,11055
3217,1019968,,12262
3218,873025,petrol-electric,MISSING
3219,999031,,11806
3220,1029564,diesel,11755
3221,1007597,,10469
3222,1028280,petrol-electric,MISSING
3223,1020498,,11573
3224,984124,,MISSING
3225,1014888,diesel,MISSING
3226,1009007,,11543
3227,1027968,,MISSING
3228,1016552,,MISSING
3229,987467,petrol-electric,11981
3230,1028523,petrol,12859
3231,1021882,,11503
3232,1018277,,10526
3233,994820,,MISSING
3234,1004220,,MISSING
3235,884090,,10385
3236,1004032,diesel,10862
3237,1030135,,11031
3238,1026215,,12265
3239,1027311,,11610
3240,1028882,,12123
3241,1016122,,11032
3242,996323,petrol-electric,MISSING
3243,996267,,12342
3244,1031298,,10238
3245,1023847,,10944
3246,873613,,10757
3247,1006745,,MISSING
3248,1002848,,10757
3249,1020011,,11491
3250,1030091,,12395
3251,1010597,,12452
3252,1004379,petrol-electric,11557
3253,986307,,MISSING
3254,1004953,,11610
3255,1028338,,10385
3256,1029005,,11056
3257,939588,,MISSING
3258,1004569,,11491
3259,1028383,,10832
3260,906428,,10464
3261,1028747,,11610
3262,1027985,,11095
3263,983810,,11626
3264,1025131,,10180
3265,1026804,,11729
3266,970327,,MISSING
3267,974671,,MISSING
3268,971645,,10800
3269,1030073,,11610
3270,1018389,diesel,MISSING
3271,1024583,,11321
3272,1025810,petrol-electric,12033
3273,990952,petrol-electric,11911
3274,969267,diesel,MISSING
3275,1004231,,10732
3276,987091,,11578
3277,1024058,,MISSING
3278,1015811,,MISSING
3279,1027730,,10007
3280,1010846,,10126
3281,1029531,,12211
3282,1024442,,11832
3283,1019950,diesel,10596
3284,1014080,,10749
3285,951896,,10356
3286,1024240,diesel,MISSING
3287,992398,diesel,MISSING
3288,1030233,diesel,11755
3289,1000590,,10503
3290,1020937,,10526
3291,1008555,diesel,10862
3292,1014114,petrol-electric,MISSING
3293,960184,,MISSING
3294,1011239,diesel,12020
3295,1018919,petrol-electric,11981
3296,1016236,,12267
3297,1019652,diesel,MISSING
3298,1025148,,11055
3299,993190,,10320
3300,968461,,MISSING
3301,1027285,,MISSING
3302,1021337,,11745
3303,999652,,11446
3304,1024486,,10128
3305,990967,,10635
3306,981249,,MISSING
3307,903448,diesel,MISSING
3308,1030523,,10076
3309,1023698,petrol-electric,11679
3310,1027588,,11309
3311,1025919,,10526
3312,1018469,,MISSING
3313,1025434,,10559
3314,962674,,10918
3315,1025226,,11321
3316,1029704,,11543
3317,1027131,,11491
3318,1017513,,MISSING
3319,1024406,,11474
3320,1020364,,10758
3321,1001676,,11643
3322,982307,,11032
3323,1015266,,MISSING
3324,1014941,,12232
3325,992557,diesel,10596
3326,1024837,petrol-electric,MISSING
3327,1028431,,11410
3328,1017313,,11751
3329,1013547,,10240
3330,1027824,,11306
3331,972182,,10758
3332,959367,,11953
3333,1017919,,10001
3334,1017757,,MISSING
3335,1025849,,10076
3336,1023528,,11155
3337,987867,petrol,11795
3338,1006246,,11813
3339,1025465,,11503
3340,1002843,,MISSING
3341,985400,diesel,11536
3342,1023174,,MISSING
3343,1006109,,10663
3344,1029972,,MISSING
3345,1024804,,12032
3346,1002427,,11790
3347,1002005,diesel,MISSING
3348,1010661,,11531
3349,1024685,,11491
3350,1003874,petrol,MISSING
3351,1030515,,11466
3352,1003768,diesel,11786
3353,1009304,,12232
3354,1016397,,11448
3355,1020621,,11419
3356,1025229,,11125
3357,1030889,petrol,12859
3358,1006306,,10240
3359,936690,diesel,11484
3360,1015223,,11031
3361,1024684,,11821
3362,1029094,,11530
3363,1021187,,11832
3364,1005310,,12112
3365,1022155,,12210
3366,1015817,,10732
3367,1024616,,10128
3368,1028390,,10482
3369,1008991,,11608
3370,1031285,,11789
3371,1030241,,MISSING
3372,997057,,12406
3373,1018278,,11099
3374,1013890,,10847
3375,1012418,,MISSING
3376,1030567,,10077
3377,1023995,,10981
3378,1022846,,10417
3379,1025770,diesel,10596
3380,993452,diesel,MISSING
3381,997411,,11798
3382,1015856,,12128
3383,1021943,petrol-electric,12485
3384,1000428,,10180
3385,1002002,,11031
3386,1025458,,11739
3387,991713,,11419
3388,994821,,10506
3389,1019292,,10464
3390,1024133,,12430
3391,1031033,diesel,11484
3392,979204,,11306
3393,966253,,11456
3394,1018056,,10320
3395,979768,,11553
3396,1028013,,12120
3397,1008685,,10886
3398,959547,diesel,11725
3399,988559,,MISSING
3400,1024208,,10725
3401,1029143,petrol,MISSING
3402,1024033,,11745
3403,1028376,,10049
3404,1021113,petrol-electric,MISSING
3405,1015754,,11474
3406,1030453,,10526
3407,970777,diesel,10862
3408,1013306,,11745
3409,1017812,,11610
3410,976727,,MISSING
3411,1004767,,11531
3412,1026335,,10732
3413,1023016,diesel,12162
3414,993436,petrol-electric,MISSING
3415,1020593,,11623
3416,952124,,10007
3417,1027156,,11875
3418,1021481,,10184
3419,1026805,,10782
3420,1023993,,MISSING
3421,1019791,,10685
3422,1016347,,12071
3423,1027476,,11125
3424,1014172,,10417
3425,1029383,,MISSING
3426,1011178,petrol-electric,11981
3427,1027378,,12334
3428,975581,diesel,10862
3429,1027582,,10397
3430,1014727,,11435
3431,1023254,,MISSING
3432,1026139,,11449
3433,1024991,,10207
3434,1014973,,11619
3435,1024141,,11491
3436,1016839,,11113
3437,1026570,,10390
3438,968739,,12508
3439,1027695,,10334
3440,1028874,,MISSING
3441,1029953,,10732
3442,993398,diesel,MISSING
3443,1028076,diesel,MISSING
3444,1024879,,11294
3445,941843,,MISSING
3446,1027085,diesel,11348
3447,994294,,11745
3448,989945,diesel,MISSING
3449,913679,,MISSING
3450,895161,,MISSING
3451,1013617,diesel,11637
3452,940536,,10565
3453,993813,diesel,10596
3454,1001838,,MISSING
3455,1026535,,10765
3456,1000157,,11578
3457,1030440,,11745
3458,1009643,,12476
3459,1031289,diesel,11536
3460,1000456,,10032
3461,1031153,,10417
3462,883077,,MISSING
3463,1019675,,12128
3464,1021814,petrol-electric,11787
3465,1026272,,MISSING
3466,901536,petrol-electric,MISSING
3467,1027246,,11643
3468,1014341,,10417
3469,1014942,,10935
3470,982101,,12003
3471,1018031,,10240
3472,969129,,MISSING
3473,1007453,,10847
3474,987024,,MISSING
3475,1003037,,MISSING
3476,1031258,,10861
3477,1031238,petrol-electric,10722
3478,1026301,diesel,11536
3479,1030579,,10575
3480,1011182,,10080
3481,1023189,,11584
3482,1018877,,MISSING
3483,993687,,11386
3484,1019216,diesel,11486
3485,1027454,,11531
3486,978579,diesel,11725
3487,1028355,,10005
3488,1020553,,11448
3489,1022448,petrol,MISSING
3490,1023800,,10417
3491,1019507,,10526
3492,1030914,,11640
3493,1020718,,10456
3494,1002360,,10546
3495,1002293,,10238
3496,1015233,,12444
3497,1025115,,10599
3498,1015045,petrol-electric,11787
3499,1023073,petrol-electric,11557
3500,1022079,,11000
3501,1029663,,11294
3502,1019186,,10742
3503,976482,,11083
3504,1027733,,10382
3505,1017604,,10656
3506,1003977,,MISSING
3507,1012194,petrol-electric,11752
3508,1026829,,11076
3509,1023485,,11798
3510,1012634,,MISSING
3511,987831,petrol,12344
3512,1028292,petrol-electric,12819
3513,1024710,,10007
3514,977423,diesel,11536
3515,1012058,,10417
3516,992173,diesel,MISSING
3517,1029594,,11296
3518,988514,,MISSING
3519,993352,,11603
3520,993357,,10238
3521,1014840,,11419
3522,969646,,MISSING
3523,1009948,petrol,MISSING
3524,1025838,,10981
3525,1026270,,MISSING
3526,1021516,,10482
3527,1019802,,10180
3528,1016285,,11435
3529,1003470,,11474
3530,1026064,,12412
3531,1000452,,11503
3532,1016637,,11321
3533,1021405,,MISSING
3534,1027838,,10685
3535,1012685,,11386
3536,994914,,MISSING
3537,996827,,MISSING
3538,1029031,,MISSING
3539,1030603,,10128
3540,998788,,MISSING
3541,990423,,11578
3542,1007089,,MISSING
3543,1011252,,12020
3544,1025140,,11739
3545,1024610,,11613
3546,1029234,diesel,11536
3547,969112,,MISSING
3548,1024750,,MISSING
3549,1028795,,11739
3550,1029378,,12492
3551,1019542,,12193
3552,1016345,,11474
3553,935974,,10753
3554,927955,diesel,MISSING
3555,1016418,,10158
3556,948972,,10635
3557,1002625,petrol-electric,11787
3558,1028228,,12374
3559,1002331,petrol-electric,12212
3560,991476,diesel,MISSING
3561,1007982,,11000
3562,1001253,,10595
3563,1017937,,11373
3564,977093,,MISSING
3565,990746,diesel,11449
3566,1023906,,11000
3567,996597,diesel,MISSING
3568,1015938,diesel,10597
3569,1026696,,MISSING
3570,821081,petrol-electric,MISSING
3571,1028535,,MISSING
3572,1004081,,10397
3573,1019049,petrol-electric,12003
3574,971438,,MISSING
3575,1021037,,12483
3576,996382,,10397
3577,1030534,,10007
3578,1027153,diesel,10862
3579,1027598,diesel,MISSING
3580,993857,,10322
3581,1020213,,11306
3582,1029412,,MISSING
3583,1024524,,11000
3584,998438,,10240
3585,1008954,,11531
3586,1027487,,MISSING
3587,1015433,petrol-electric,11557
3588,1017682,diesel,10597
3589,1024027,petrol-electric,11571
3590,992572,,11811
3591,1023914,,11491
3592,993368,,11874
3593,1007612,,11448
3594,1014955,,10482
3595,1029769,,11875
3596,1022392,petrol-electric,MISSING
3597,1009445,petrol-electric,11787
3598,1001086,,10526
3599,1008027,,10544
3600,1025740,,11322
3601,1028901,,11626
3602,1015934,,11125
3603,1027044,diesel,11760
3604,1029786,petrol,10433
3605,1021355,,10207
3606,980495,,11551
3607,1025248,,MISSING
3608,997770,,MISSING
3609,1014056,,10778
3610,992600,,MISSING
3611,1022249,,10777
3612,1021978,,10240
3613,1026406,,11125
3614,1024706,,11469
3615,1029231,,11031
3616,1026620,,11137
3617,1030500,,11623
3618,976156,,MISSING
3619,1015445,diesel,10862
3620,1019638,petrol,MISSING
3621,987686,diesel,12238
3622,1029348,,10381
3623,1016213,,11435
3624,1023214,diesel,MISSING
3625,998789,,10180
3626,1007645,,10742
3627,934737,,11810
3628,1026292,,11262
3629,1009840,diesel,MISSING
3630,1029203,,10397
3631,1027386,,10187
3632,1024894,,10398
3633,1030396,,10080
3634,1004370,,11875
3635,1007345,,10032
3636,1028146,,MISSING
3637,1029898,,12391
3638,1025102,,11782
3639,1008177,,10345
3640,1026265,,11643
3641,1026556,,10385
3642,983884,,11530
3643,1007338,,12455
3644,1027007,,11531
3645,1031096,petrol,MISSING
3646,997952,,11456
3647,488792,,MISSING
3648,1028623,,11113
3649,1013310,,MISSING
3650,995614,,10356
3651,1018077,petrol-electric,10737
3652,1007109,,10489
3653,1016323,,11846
3654,1021712,diesel,MISSING
3655,1030797,,11832
3656,956673,petrol-electric,11627
3657,1019296,,10464
3658,974858,,10032
3659,1017391,,11491
3660,1015659,,10535
3661,1026934,,11832
3662,998046,,10713
3663,1019924,,11466
3664,1011247,,10551
3665,1015931,,10080
3666,991123,diesel,11725
3667,1021966,,10526
3668,979932,,11082
3669,1024784,diesel,MISSING
3670,1030877,,11306
3671,1018377,diesel,12238
3672,1008778,,11491
3673,1025399,,MISSING
3674,1024833,,10128
3675,1026842,,10275
3676,1022211,,10356
3677,998892,,11835
3678,1002344,,11953
3679,1002382,,10778
3680,983098,,10080
3681,1021190,,10275
3682,1022717,,11640
3683,1022262,,MISSING
3684,1024287,,11262
3685,1025881,,10732
3686,1015997,,10320
3687,1024296,petrol-electric,11787
3688,1004921,,10207
3689,1011631,diesel,11683
3690,1023303,,10732
3691,991791,,11625
3692,998014,,11448
3693,1027786,,10282
3694,1016866,,MISSING
3695,1015219,,10778
3696,1011104,,MISSING
3697,1015633,,11745
3698,990248,,10128
3699,985107,,MISSING
3700,1029081,,11603
3701,1026219,,11069
3702,1007200,,11435
3703,1030223,,11341
3704,993981,,11875
3705,1018275,,MISSING
3706,1028409,diesel,MISSING
3707,1011271,,11386
3708,1011153,,11491
3709,1017215,,12323
3710,1001865,,10271
3711,1029011,,10544
3712,996678,,MISSING
3713,1031141,,11322
3714,1030516,,11630
3715,1010299,,MISSING
3716,1005503,,11610
3717,1021658,,11610
3718,1017108,diesel,MISSING
3719,958150,diesel,MISSING
3720,1031194,,11446
3721,997191,,11055
3722,983832,diesel,MISSING
3723,1021014,diesel,10862
3724,1018197,diesel,11536
3725,1028810,,10024
3726,1031210,petrol-electric,11787
3727,988586,,MISSING
3728,1026553,,10832
3729,1021557,,11630
3730,988167,,11578
3731,995810,,11503
3732,1014602,,11503
3733,999959,,11322
3734,1027409,,10710
3735,1027844,,11000
3736,1028762,,10180
3737,1016809,,11217
3738,900620,,MISSING
3739,1019098,,11626
3740,977220,diesel,10862
3741,1022910,,11449
3742,1024618,,10207
3743,1005667,diesel,10882
3744,1024468,,11643
3745,985432,,12268
3746,1015116,,11386
3747,1005674,,MISSING
3748,1020880,petrol,MISSING
3749,994839,,MISSING
3750,991498,,MISSING
3751,1019941,diesel,11536
3752,1022431,,12323
3753,1012000,,10778
3754,1016799,,11474
3755,999760,,MISSING
3756,1024097,,10381
3757,1005917,,MISSING
3758,998541,petrol-electric,11981
3759,1006619,,11573
3760,1024835,,11584
3761,1010668,diesel,12104
3762,1021400,,MISSING
3763,1022736,,10356
3764,1030959,,10397
3765,974927,diesel,MISSING
3766,998181,,10725
3767,1009736,,12268
3768,987296,,12218
3769,1025417,,11442
3770,1001420,,MISSING
3771,1019897,,11503
3772,1002469,,10702
3773,1005345,,12005
3774,1014634,,11806
3775,1015261,,11619
3776,1017646,,MISSING
3777,990912,diesel,MISSING
3778,1021837,,11249
3779,1028761,,10485
3780,982980,,10089
3781,1024126,,12328
3782,1028440,diesel,MISSING
3783,1020360,,MISSING
3784,1005546,,MISSING
3785,1008459,,MISSING
3786,999817,diesel,10862
3787,1003720,diesel,11725
3788,1025779,petrol-electric,MISSING
3789,1025691,,11832
3790,1030110,,10128
3791,935952,,11049
3792,1027271,petrol-electric,11787
3793,1025914,,10758
3794,1024350,,10397
3795,1027014,,11748
3796,1030840,,10732
3797,972243,diesel,MISSING
3798,1028472,,10028
3799,1027867,,11748
3800,1011395,,11322
3801,988831,,11810
3802,1013043,,11806
3803,1024814,diesel,MISSING
3804,1008707,,11745
3805,1021371,diesel,11725
3806,921683,,MISSING
3807,965006,,MISSING
3808,996749,,10180
3809,1025929,,10417
3810,987499,petrol-electric,12508
3811,1019981,,MISSING
3812,1017690,,MISSING
3813,996083,,10417
3814,1017781,,11055
3815,1020672,,12351
3816,1026473,,10464
3817,1028689,diesel,10951
3818,1031178,,12033
3819,1004170,diesel,MISSING
3820,1029521,,11789
3821,1017056,,11610
3822,1029982,,11448
3823,982511,,11832
3824,1029185,diesel,MISSING
3825,1025749,diesel,MISSING
3826,1015050,,11832
3827,985760,,11341
3828,1008362,,MISSING
3829,1022873,,MISSING
3830,1026830,,10506
3831,951321,,10296
3832,1019705,,11530
3833,1027023,,10320
3834,1022389,,11491
3835,1009659,,10981
3836,1004988,,10703
3837,1029355,,10397
3838,975425,,11469
3839,1023799,,MISSING
3840,1007891,diesel,12162
3841,1000821,,10547
3842,1024039,,11120
3843,1023014,,11469
3844,1018582,,12218
3845,1025786,,11000
3846,1026371,,11113
3847,1001642,,10652
3848,1016083,diesel,11392
3849,1002881,,11448
3850,1019311,,10526
3851,996059,,10180
3852,1001577,,11739
3853,1021212,,10503
3854,1028015,,11015
3855,1011743,,12270
3856,1024422,,11069
3857,929703,,MISSING
3858,994280,,11806
3859,1026845,,11832
3860,1007922,,11782
3861,1022370,,12405
3862,1023369,,10417
3863,1019702,,10572
3864,1002277,,11846
3865,1022381,,10685
3866,1005235,petrol,MISSING
3867,1022512,,10595
3868,998322,,11530
3869,1022477,petrol-electric,12485
3870,1031182,diesel,12238
3871,995533,diesel,MISSING
3872,985686,,MISSING
3873,1012175,,11386
3874,1028572,,11455
3875,1008587,,MISSING
3876,1028087,,10365
3877,1025267,,MISSING
3878,956498,,11451
3879,1031082,diesel,11683
3880,1022394,,10511
3881,1019751,,11294
3882,1030337,,11031
3883,1020089,,10503
3884,1021647,,10685
3885,990610,petrol,MISSING
3886,1025433,,11832
3887,1007376,,12395
3888,1012812,,11306
3889,1030420,,12609
3890,1009032,,MISSING
3891,1012505,,11662
3892,1006907,,11626
3893,985797,diesel,10862
3894,1028600,,11530
3895,1027747,,MISSING
3896,1024688,,10503
3897,1027356,petrol-electric,11571
3898,992983,diesel,MISSING
3899,1006992,diesel,MISSING
3900,1008182,petrol-electric,MISSING
3901,1025981,,MISSING
3902,1024335,,11530
3903,1018859,,10526
3904,1021305,,10860
3905,1026547,petrol-electric,MISSING
3906,1029712,,MISSING
3907,1023632,,11419
3908,1030165,diesel,11572
3909,1011556,diesel,MISSING
3910,1015320,diesel,11536
3911,1008100,,11448
3912,1022053,,10832
3913,1028513,,11578
3914,1028885,,11341
3915,1005632,,11503
3916,1030801,,11120
3917,1013502,,11789
3918,1028722,,MISSING
3919,987281,,11748
3920,1014108,,11299
3921,1016550,,11745
3922,974145,,11148
3923,1017109,,11491
3924,1029258,,11579
3925,1023910,,12123
3926,1015986,,11748
3927,1017371,,10544
3928,1030338,,10007
3929,983960,,MISSING
3930,941994,diesel,MISSING
3931,1005801,,11503
3932,955702,,11745
3933,1027284,,11875
3934,972116,,10595
3935,1004667,,12428
3936,1013977,,11999
3937,1008775,,11530
3938,1024794,,10180
3939,1008463,,11449
3940,1025630,,MISSING
3941,1010271,,10732
3942,990740,diesel,11733
3943,1030927,,11846
3944,1023643,,10509
3945,999241,,MISSING
3946,1026984,,12230
3947,1028170,,10535
3948,1027205,,12265
3949,1027507,,11822
3950,1020521,,MISSING
3951,1020664,diesel,11794
3952,1029573,petrol-electric,11981
3953,1027110,,10777
3954,991003,diesel,MISSING
3955,993356,,11075
3956,1015160,,11322
3957,1016405,diesel,MISSING
3958,1013924,petrol-electric,11981
3959,1029997,,11846
3960,931279,,10271
3961,1027149,,MISSING
3962,1015688,,12049
3963,1007658,,12086
3964,1019741,,10275
3965,1009270,,12255
3966,986388,,11322
3967,1020486,,12049
3968,1004165,diesel,MISSING
3969,1021365,,10381
3970,989609,diesel,11794
3971,1015387,,11448
3972,996735,,11341
3973,1026357,,11469
3974,1020748,,10264
3975,866523,diesel,MISSING
3976,1021770,,11530
3977,1000139,,12032
3978,965746,,11342
3979,969608,,MISSING
3980,988872,,11498
3981,1024260,,11578
3982,1010590,,10180
3983,1019357,,11530
3984,592916,diesel,MISSING
3985,1024137,,12123
3986,1029604,,11846
3987,1022617,,10356
3988,1008357,,10991
3989,1012682,petrol-electric,11069
3990,980034,diesel,11725
3991,996236,petrol-electric,11981
3992,1025209,,12267
3993,1013886,petrol-electric,11787
3994,1008418,,11527
3995,1022696,,MISSING
3996,990774,,10187
3997,1003722,,11321
3998,1030980,,12032
3999,1014092,diesel,11536
4000,1026116,,11530
4001,1007978,diesel,MISSING
4002,1020300,,11491
4003,1010511,,MISSING
4004,1026894,,10725
4005,1025482,,MISSING
4006,1003184,,10270
4007,1022291,,11999
4008,1014871,petrol-electric,MISSING
4009,948505,,10847
4010,1028831,,10535
4011,1027306,,11503
4012,1023622,petrol,MISSING
4013,1016526,,10778
4014,1024676,,12395
4015,1030013,diesel,MISSING
4016,992043,,10778
4017,1021268,,11120
4018,1021369,,MISSING
4019,1026940,,10177
4020,995708,,11125
4021,980341,diesel,11725
4022,1029471,,10004
4023,1013073,diesel,12130
4024,969677,diesel,10621
4025,1021794,,11846
4026,1029681,diesel,11683
