index,manufactured,type_of_vehicle,transmission,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price,make_model,car_age,diesel,electric,petrol,petrol-electric,missing_category,almost_new_car,coe_car,consignment_car,direct_owner_sale,imported_used_vehicle,low_mileage_car,opc_car,parf_car,premium_ad_car,rare_&_exotic,sgcarmart_warranty_cars,sta_evaluated_car,vintage_cars
2105,2009.0,0,0,1100.0,92.0,1586.0,3.0,7910.0,32368.0,883.0,27322.0,147341.19140280303,16242.0,16242.0,73500,19,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2106,2020.0,0,0,1225.0,75.0,1499.0,1.0,12130.0,44589.0,684.0,53455.0,1000.0,26594.0,14232.0,135800,40,1.0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
2107,2021.0,0,0,1220.0,93.76668749999995,1597.0,1.0,5620.0,31873.0,759.07,31646.0,1507.61902456909,19302.0,966.0,61400,23,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2108,2014.0,0,1,1320.0,79.14431249999998,1461.0,1.0,9530.0,63701.0,979.34,21257.0,91000.0,20544.0,1028.0,35000,23,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2110,2017.0,1,0,1800.0,375.0,3982.0,1.0,38840.0,53711.0,3922.0,157884.0,74000.0,108504.0,167308.0,349800,153,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2111,2017.0,2,0,1535.0,123.0,2360.0,1.0,11170.0,57414.0,1636.0,50862.0,57000.0,19746.0,19746.0,88000,45,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2112,2016.0,0,0,1454.0,90.0,1498.0,1.0,10820.0,51506.0,684.0,41122.0,57645.0,23573.0,20003.0,71400,32,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2113,2008.0,2,0,1540.0,123.0,2362.0,3.0,6840.0,33377.0,2129.0,23666.0,161000.0,27261.0,27261.0,53400,39,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2114,2014.0,2,0,1405.0,100.0,1598.0,2.0,13750.0,76612.0,742.0,40994.0,92000.0,27620.0,20668.0,65800,30,7.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2115,2008.0,3,0,1195.0,80.0,1598.0,2.0,7270.0,38192.0,1039.0,25667.0,156000.0,16777.0,16777.0,53800,22,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2116,2017.0,0,0,1175.0,75.0,1198.0,2.0,13920.0,48401.0,508.0,35756.0,40000.0,21880.0,12632.0,90100,40,4.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2117,2012.0,1,0,1490.0,294.0,3800.0,1.0,150960.0,93004.0,3638.0,94906.0,172000.0,146983.0,146983.0,332000,256,9.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2118,2017.0,2,0,1325.0,85.0,1197.0,1.0,10230.0,41761.0,508.0,36611.0,63200.0,19750.0,14750.0,77000,31,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2119,2007.0,2,0,1625.0,153.0,2500.0,5.0,8770.0,52077.0,2700.0,28507.0,210000.0,36637.0,40301.0,52800,52,14.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2120,2013.0,2,0,1615.0,180.0,1997.0,3.0,18580.0,84001.0,1210.0,59272.0,120000.0,53265.0,62877.0,87800,53,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2121,2015.0,0,0,1165.0,70.0,999.0,2.0,11670.0,56209.0,392.0,27988.0,99000.0,22561.0,8586.0,55900,31,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2122,2000.0,1,0,1663.2025,,2687.0,3.0,10230.0,40014.0,3027.0,37098.0,113900.0,62514.0,87520.0,104300,75,21.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2123,2007.0,0,1,1400.0,141.46150000000048,1968.0,3.0,6240.0,14699.0,1671.1,6266.0,185881.56456487055,22821.0,1142.0,14600,22,14.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2124,2012.0,2,0,1455.0,180.0,1997.0,3.0,28430.0,87000.0,1210.0,34404.0,126427.75195406395,42547.0,42547.0,63600,44,9.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2125,2010.0,1,1,1510.0,250.0,2480.0,6.0,15840.0,42683.0,1954.0,39876.0,95000.0,76849.0,76849.0,162800,129,11.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
2126,2019.0,3,0,1345.0,93.8,1591.0,1.0,6810.0,12159.0,238.0,20313.0,17000.0,14589.0,14589.0,65800,25,2.0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2127,2015.0,0,1,1800.0,126.85256250000002,2488.0,1.0,8820.0,49302.0,1959.325,20018.0,104683.13301283713,22481.0,1125.0,39400,23,6.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,2008.0,3,0,1200.0,81.0,1496.0,5.0,7620.0,19096.0,955.0,6268.0,172556.0,16093.0,16093.0,13800,12,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2129,2018.0,3,0,1345.0,93.8,1591.0,1.0,8530.0,31997.0,738.0,31189.0,42380.0,11605.0,11605.0,72400,25,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2130,2018.0,2,0,1355.0,110.0,1395.0,1.0,12610.0,31001.0,624.0,43133.0,34200.0,25171.0,27240.0,116600,55,3.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2131,2014.0,2,0,1545.0,125.0,1798.0,2.0,12990.0,72201.0,976.0,38028.0,86000.0,28949.0,22529.0,58900,49,7.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2132,2012.0,0,1,1780.0,212.34625,2953.0,1.0,14090.0,59111.0,4517.145,8308.0,145809.34534662802,30277.0,1514.0,21800,19,9.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,2014.0,0,1,1760.0,212.3925,2982.0,1.0,11370.0,7254.0,3718.685,2985.0,117661.17227213156,29480.0,1474.0,51500,28,7.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,2015.0,3,0,1295.0,95.3,1591.0,1.0,9750.0,48034.0,738.0,33346.0,85000.0,17275.0,17275.0,57000,25,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2135,2017.0,2,0,1190.0,96.0,1496.0,1.0,10020.0,38200.0,682.0,33016.0,57437.48012385371,21037.0,11452.0,76800,35,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2136,2018.0,3,0,1325.0,79.0,1496.0,1.0,9580.0,30209.0,682.0,34314.0,46975.0,17568.0,17568.0,83400,38,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2137,2018.0,2,0,1540.0,135.0,1998.0,1.0,16870.0,32551.0,1210.0,64712.0,40275.0,45907.0,56270.0,159300,77,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2138,2008.0,2,0,2060.0,200.0,3498.0,4.0,7900.0,31933.0,4113.0,23858.0,240000.0,62382.0,62382.0,64900,39,13.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2139,2008.0,0,0,1010.0,73.0,1339.0,2.0,7620.0,16170.0,767.0,6610.0,110578.0,12436.0,4948.0,17100,26,13.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2140,1991.0,2,0,1796.6675,,2962.0,5.0,6990.0,33018.0,,25039.0,,66718.0,100077.0,58300,25,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2141,2019.0,3,0,1345.0,93.8,1591.0,1.0,8760.0,31917.0,738.0,39135.0,9000.0,18205.0,18205.0,86900,25,2.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2142,2008.0,2,0,1730.0,200.0,3498.0,4.0,10380.0,32121.0,4113.0,23206.0,160163.80649857174,62697.0,62697.0,82500,72,13.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2143,2021.0,0,0,1220.0,94.3778125,1597.0,1.0,5500.0,34556.0,758.29,34452.0,2156.5633993833508,20880.0,1044.0,60300,23,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2144,2016.0,2,0,1626.0,106.0,1997.0,1.0,11770.0,56206.0,1210.0,47816.0,97528.0,23227.0,24518.0,81300,40,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2145,2019.0,0,0,1067.0,85.0,1496.0,1.0,8190.0,32889.0,682.0,38628.0,10773.0,14933.0,14933.0,83400,38,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2146,2016.0,3,0,1320.0,80.0,1496.0,1.0,10680.0,42801.0,682.0,35085.0,64169.85227874512,22606.0,13649.0,75700,38,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2147,2015.0,3,0,1292.0,97.0,1591.0,1.0,9700.0,56209.0,738.0,33352.0,84450.95994626086,15175.0,15175.0,51500,25,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2148,2016.0,2,0,1626.0,106.0,1997.0,2.0,11160.0,57508.0,1210.0,44849.0,72188.0,22572.0,23601.0,73500,40,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2149,2007.0,3,0,1160.0,81.0,1496.0,4.0,7480.0,22700.0,955.0,4552.0,179143.0,14536.0,7114.0,8200,9,14.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2150,2008.0,0,0,1010.0,73.0,1339.0,2.0,8010.0,17099.0,767.0,6746.0,142000.0,11850.0,11850.0,17400,26,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2151,2009.0,0,1,6840.0,267.5153125,7545.0,2.0,7950.0,25577.0,9213.515,21176.0,93175.0,53594.0,2680.0,72400,32,12.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2152,2010.0,2,0,1530.0,108.0,1998.0,4.0,6660.0,33568.0,1452.0,29246.0,165000.0,26443.0,26443.0,63800,39,11.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2153,2017.0,2,0,1379.0,106.0,1997.0,1.0,10250.0,48209.0,1210.0,41469.0,81033.0,19507.0,19507.0,73500,31,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2154,2018.0,3,0,1115.0,73.6,1368.0,1.0,6420.0,21510.0,108.0,20869.0,57000.0,8291.0,8291.0,52700,29,3.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2155,2009.0,0,0,1010.0,73.0,1339.0,2.0,7790.0,22636.0,649.0,21954.0,110723.0,15128.0,15128.0,41600,26,12.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2156,2018.0,3,0,1630.0,100.0,1797.0,1.0,14020.0,32200.0,974.0,46700.0,33000.0,34698.0,30578.0,130700,63,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2157,2016.0,3,0,1320.0,80.0,1496.0,3.0,10210.0,53000.0,682.0,33393.0,67671.93712777046,19909.0,9909.0,61500,38,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2158,2019.0,0,1,1740.0,128.62131250000002,2497.0,1.0,7670.0,32001.0,1961.015,24531.0,38276.08569332724,17254.0,863.0,64700,24,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2159,2015.0,3,0,1536.0,103.0,1390.0,3.0,12050.0,46502.0,620.0,37532.0,76000.0,22445.0,23423.0,73200,36,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2160,2015.0,2,0,1190.0,96.0,1496.0,2.0,10580.0,46009.0,682.0,28156.0,79724.45278967558,19772.0,9772.0,59300,35,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2161,2011.0,0,0,1125.0,90.0,1390.0,6.0,10260.0,20699.0,682.0,18964.0,104000.0,26477.0,26477.0,51700,31,10.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2162,2021.0,0,0,1220.0,93.72043749999995,1597.0,1.0,5490.0,29292.0,759.07,29284.0,2335.9410926477244,19270.0,964.0,60400,23,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2163,2009.0,3,0,1162.0,79.0,1584.0,3.0,7640.0,16519.0,881.0,11586.0,143553.62080854547,13446.0,13446.0,29500,15,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2164,2011.0,1,0,1685.0,245.0,2995.0,4.0,12870.0,40791.037777777776,2380.0,39050.44625,105000.0,63096.0,63096.0,141700,67,10.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2165,2008.0,3,0,1219.0,103.0,1799.0,3.0,8540.0,18444.0,1369.0,6913.0,163446.22451326594,20495.0,20495.0,17600,36,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2166,2017.0,3,0,2075.0,134.0,2494.0,1.0,24750.0,57390.0,1792.0,78385.0,40988.0,45431.0,55604.0,204600,85,4.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2167,2017.0,0,0,1270.0,92.0,1395.0,1.0,8430.0,11199.0,124.0,22988.0,24041.0,19867.0,19867.0,77900,36,4.0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2169,2012.0,1,0,1285.0,118.0,1390.0,2.0,18970.0,73501.0,620.0,21862.0,116549.71502200013,25690.0,25690.0,36100,32,9.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2170,2017.0,2,0,1425.0,115.0,1595.0,1.0,18340.0,54405.0,740.0,64760.0,22500.0,37239.0,44135.0,141700,47,4.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2171,2017.0,2,0,1465.0,135.0,1991.0,1.0,16460.0,37900.0,1202.0,68372.0,21000.0,40678.0,48950.0,178200,56,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2172,2009.0,3,0,1313.0,80.0,1499.0,2.0,7220.0,15287.0,821.0,9742.0,140516.30080941017,18600.0,18600.0,25300,15,12.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2173,2016.0,2,0,1682.0,177.0,1998.0,1.0,12730.0,38610.0,1210.0,30471.0,81425.0,18626.0,18626.0,73500,39,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2174,2017.0,0,0,1329.0,88.0,1496.0,1.0,9790.0,44002.0,682.0,37174.0,80000.0,19476.0,14476.0,72400,29,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2175,2018.0,0,0,1390.0,115.0,1595.0,1.0,10950.0,31801.0,740.0,48481.0,55000.0,30153.0,34215.0,105400,46,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2176,2012.0,1,0,1730.0,380.0,6208.0,4.0,27970.0,38334.56,7404.0,34792.285,66200.0,145261.0,145261.0,307900,153,9.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2177,2006.0,3,0,1730.0,125.0,2362.0,4.0,8250.0,48479.0,2457.0,23509.0,193780.39925436812,32031.0,35235.0,44000,34,15.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2178,2010.0,2,0,1650.0,150.0,1796.0,5.0,8200.0,33568.0,1169.0,29457.0,196047.0,54471.0,54471.0,79200,55,11.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2179,2018.0,2,0,1460.0,141.0,1998.0,2.0,15570.0,31809.0,1210.0,59175.0,33000.0,40395.0,48553.0,152700,80,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2180,2016.0,0,0,2400.0,195.0255,2998.0,2.0,9770.0,26407.0,4234.67,12654.0,133500.0,33727.0,1687.0,51500,32,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,2018.0,2,0,1425.0,106.0,1997.0,1.0,10460.0,36901.0,1210.0,44700.0,54483.79755309169,23069.0,24297.0,106500,31,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2182,2015.0,2,0,1935.0,245.0,2996.0,2.0,27820.0,57501.0,2382.0,126816.0,83568.0,96961.0,146530.0,209600,101,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2183,2013.0,3,0,1920.0,125.0,2362.0,3.0,16710.0,76607.0,1638.0,41133.0,107284.89328092037,39317.0,47044.0,62500,65,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2185,2006.0,3,0,1175.0,80.0,1498.0,2.0,7210.0,49429.0,1026.0,27369.0,190717.0,16883.0,18572.0,43900,26,15.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2186,2016.0,2,0,1379.0,106.0,1997.0,1.0,10120.0,49156.0,1210.0,37273.0,117000.0,19906.0,19906.0,63800,31,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2187,2014.0,2,0,1410.0,125.0,1598.0,2.0,15120.0,72002.0,742.0,43237.0,78635.0,35354.0,31496.0,69900,48,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2188,2016.0,3,0,1130.0,97.0,1496.0,2.0,8940.0,43019.0,682.0,30307.0,60000.0,19608.0,9608.0,58100,39,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2189,2018.0,2,0,1430.0,103.0,1499.0,1.0,13090.0,36667.0,684.0,57769.0,43748.0,35224.0,41314.0,131800,63,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2190,2016.0,3,0,1284.0,86.0,1590.0,2.0,8630.0,54301.0,738.0,36128.0,116324.0,14037.0,14037.0,53700,15,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2191,2015.0,3,0,1417.0,90.0,1390.0,1.0,9700.0,48401.0,620.0,42445.0,48000.0,20867.0,21214.0,70200,25,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2192,2021.0,0,0,1220.0,93.73981249999996,1597.0,1.0,5600.0,31235.0,759.07,30593.0,1502.3067132080655,19305.0,966.0,60400,23,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2193,2019.0,0,1,1500.0,89.81168750000008,1499.0,2.0,7020.0,22882.0,975.16,20788.0,20774.49888762005,19009.0,951.0,70200,25,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2194,2021.0,0,0,1680.0,152.80100000000002,1998.0,1.0,6430.0,26567.0,1290.17,26363.0,5495.728698392872,27746.0,1388.0,70200,32,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2195,2018.0,3,0,1430.0,101.0,1496.0,1.0,10770.0,48010.0,682.0,50392.0,21355.0,25097.0,17136.0,102100,48,3.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2196,2015.0,2,0,1755.0,175.0,1998.0,2.0,16780.0,60789.0,1210.0,61754.0,91487.0,47057.0,57880.0,105100,71,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2197,2021.0,0,0,1700.0,128.98712500000008,1998.0,2.0,6690.0,32370.0,1261.91,32326.0,9169.248815743727,23726.0,1187.0,73500,19,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2198,2016.0,2,0,1720.0,177.0,1999.0,2.0,18500.0,57010.0,1212.0,68662.0,97000.0,47615.0,58661.0,130800,113,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2199,2020.0,0,0,1800.0,127.68681249999995,2754.0,2.0,8590.0,25458.0,3684.13,23951.0,19876.469943508222,36204.0,1811.0,88900,32,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2200,2015.0,3,0,1417.0,90.0,1390.0,1.0,9790.0,53334.0,620.0,42066.0,52600.0,21562.0,22187.0,65800,25,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2201,2018.0,0,0,1080.0,101.0,1496.0,1.0,9000.0,32889.0,682.0,34217.0,43000.0,18282.0,8282.0,88900,26,3.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2202,2015.0,0,0,1800.0,124.47750000000005,2488.0,1.0,8290.0,50002.0,1961.375,19836.0,103243.01035428364,23450.0,1173.0,36200,23,6.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,2011.0,3,0,1536.0,103.0,1390.0,4.0,12812.43229166666,42999.0,620.0,10965.0,175000.0,21835.0,21835.0,16000,36,10.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2204,2018.0,3,0,1501.0,81.0,1461.0,2.0,9790.0,25920.0,1048.0,30701.0,18000.0,23315.0,14641.0,90000,42,3.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
2205,2017.0,3,0,1324.0,127.0,1498.0,1.0,12720.0,47501.0,684.0,46291.0,77958.0,26873.0,24623.0,95500,36,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2206,2016.0,3,0,1249.0,92.0,1597.0,2.0,10770.0,51506.0,742.0,40936.0,78000.0,19491.0,19491.0,71300,36,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2207,2020.0,2,0,1954.0,148.0,2151.0,1.0,17700.0,46790.0,2052.0,77747.0,4567.0,37602.0,44643.0,208800,59,1.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2208,2008.0,3,0,1195.0,80.0,1598.0,3.0,7740.0,19637.0,1039.0,6090.0,210000.0,16994.0,18694.0,13200,22,13.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2209,2015.0,3,0,1980.0,134.0,2493.0,1.0,18470.0,56000.0,1792.0,58004.0,62000.0,33052.0,38273.0,127400,85,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2210,2018.0,3,0,1102.0,85.0,1496.0,1.0,8570.0,36810.0,682.0,27944.0,51000.0,14513.0,5000.0,64700,38,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2211,2021.0,3,0,1085.0,79.0,1496.0,1.0,8460.0,45600.0,682.0,54607.0,6090.0,13991.0,13991.0,97700,17,0.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2212,2006.0,2,0,1430.0,105.0,1796.0,4.0,8000.0,48479.0,1461.0,23509.0,190543.45757172073,38878.0,42766.0,42700,47,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2213,2014.0,0,1,1780.0,207.37125,2953.0,2.0,9030.0,12126.0,4044.99,4000.0,128368.6450461662,25386.0,1270.0,32800,19,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2214,2011.0,0,0,1175.0,88.0,1598.0,4.0,7530.0,45272.0,816.0,44379.0,115000.0,26997.0,26997.0,81200,55,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2215,2018.0,0,0,1220.0,93.88549999999994,1597.0,2.0,6130.0,24197.0,769.16,17568.0,61000.0,20385.0,1020.0,49000,23,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2216,2018.0,1,0,1505.0,115.0,1595.0,2.0,18980.0,32551.0,740.0,58651.0,19000.0,39871.0,47820.0,172500,47,3.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2217,2016.0,2,0,1240.0,96.0,1199.0,1.0,8940.0,51506.0,508.0,32780.0,46800.0,18861.0,8861.0,54800,28,5.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2218,2014.0,3,0,1535.0,111.0,1998.0,1.0,13380.0,73990.0,1210.0,33222.0,51800.0,17344.0,12344.0,57000,38,7.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2219,2016.0,2,0,1625.0,123.0,2360.0,1.0,11530.0,53300.0,1636.0,48248.0,77000.0,23252.0,24553.0,84500,45,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2220,2016.0,2,0,1485.0,141.0,1998.0,1.0,14500.0,53001.0,1210.0,58681.0,76324.0,33667.0,39134.0,109800,63,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2221,2008.0,2,0,1450.0,101.0,1997.0,3.0,9620.0,17706.0,1452.0,9498.0,132222.0,29951.0,29951.0,28400,31,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2222,2009.0,3,0,1195.0,80.0,1598.0,1.0,6350.0,25525.0,965.0,19210.0,98500.0,16990.0,16990.0,52600,22,12.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2223,2008.0,0,0,1220.0,75.0,1586.0,3.0,7260.0,38192.0,1030.0,25667.0,152000.0,13167.0,13167.0,53700,14,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2224,2019.0,3,0,1130.0,97.0,1496.0,1.0,9380.0,33199.0,682.0,33395.0,12228.0,20164.0,10230.0,85600,39,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2225,2020.0,0,0,1070.0,72.0,1317.0,1.0,6840.0,20334.0,78.0,23419.0,3408.0,16357.0,6357.0,72500,26,1.0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
2226,2007.0,3,0,1220.0,92.0,1595.0,1.0,9480.0,21349.0,1036.0,5767.0,175396.37342501603,19022.0,20925.0,14100,36,14.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2227,2015.0,2,0,1655.0,135.0,1991.0,1.0,17270.0,57501.0,1202.0,71442.0,82381.0,52377.0,66279.0,123000,153,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2228,2015.0,3,0,1045.0,80.0,1497.0,3.0,8850.0,45504.0,684.0,31169.0,80607.88816508038,13699.0,13699.0,53700,17,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2229,2015.0,0,1,1260.0,77.63099999999997,1461.0,1.0,8390.0,48890.0,945.35,22597.0,97935.96656935797,19981.0,1000.0,42700,23,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2230,2017.0,2,0,1285.0,85.0,1197.0,2.0,10010.0,51765.0,508.0,39161.0,48000.0,18583.0,13583.0,69100,31,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2231,2016.0,3,0,1249.0,92.0,1597.0,1.0,11360.0,55200.0,742.0,41046.0,52000.0,19641.0,19641.0,72600,36,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
